CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,NGP,CDC,PDC,ISA,APB-SUMATE,A-UPP
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005281,4,41,12,9,49,20,3,,8
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005311,7,38,5,5,58,15,5,,4
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005341,10,59,7,6,53,23,0,,3
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005371,13,56,4,5,76,16,2,,4
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005381,14,37,8,4,61,23,2,,3
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005391,1,44,8,7,53,20,4,,1
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005401,2,43,10,5,68,17,2,,3
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005421,4,47,10,6,71,21,1,,2
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005431,5,43,7,6,57,29,5,,0
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005471,9,40,3,6,64,30,3,,0
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005481,10,40,3,4,51,12,8,,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005751,10,48,14,3,62,18,4,,0
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005761,11,38,12,8,60,10,6,,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005771,12,49,13,2,56,14,3,,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005791,14,49,7,4,48,21,6,,1
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005801,15,41,13,5,53,20,4,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005811,16,45,7,7,59,15,8,,0
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005821,17,58,8,3,57,18,4,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005831,18,52,5,6,53,22,5,,2
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005871,1,48,9,3,51,24,6,,4
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005891,3,29,11,4,80,7,3,,0
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005901,4,46,7,15,62,12,5,,5
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005911,5,35,6,3,58,11,1,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006331,1,35,4,6,58,17,4,,1
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006341,2,45,4,8,67,20,4,,1
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006351,3,52,11,2,79,11,3,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006361,4,56,11,6,64,17,3,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006371,5,50,5,6,88,18,1,,3
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006381,6,10,0,0,11,5,0,,0
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006521,5,52,7,4,55,15,4,,5
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006541,7,58,3,4,58,14,6,,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006551,8,17,8,4,28,3,3,,1
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006561,1,46,8,6,62,13,3,,2
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006571,2,48,11,7,69,14,5,,0
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006581,3,45,8,5,57,15,7,,7
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006591,4,38,8,4,61,20,2,,3
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006601,5,36,7,2,58,16,1,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006681,2,51,2,6,61,27,4,,2
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006691,3,40,8,8,56,18,3,,5
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006701,4,44,8,8,59,16,1,,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006711,5,39,6,7,58,21,2,,5
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006721,6,39,10,13,43,13,7,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006731,7,51,6,9,41,19,2,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006741,8,49,3,8,68,16,2,,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006751,9,37,7,6,72,18,5,,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006761,10,47,10,4,43,18,6,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006771,11,8,0,0,3,2,3,,0
1,Cercado,1,Tarija,2680,Tarija,32414,U.E. San Antonio 2,6006781,1,43,9,4,72,21,4,,6
1,Cercado,1,Tarija,2680,Tarija,32414,U.E. San Antonio 2,6006791,2,26,3,2,40,10,2,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006801,1,61,6,5,64,16,4,,0
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006811,2,61,15,4,64,9,1,,0
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006821,3,40,12,2,72,5,3,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006831,4,70,7,9,65,9,3,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006841,5,52,3,1,55,21,7,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006851,6,58,9,7,86,17,3,,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006861,7,51,3,6,64,16,1,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006871,8,63,10,2,58,10,3,,6
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006881,9,59,10,3,64,14,4,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006891,10,44,4,5,48,17,5,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006901,11,70,4,4,70,11,0,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006911,12,44,9,6,75,19,3,,1
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006921,13,43,7,5,68,10,2,,1
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006931,14,58,6,5,66,20,2,,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006941,15,10,0,1,13,5,1,,1
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007001,1,44,5,2,56,16,1,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007011,2,41,8,16,59,19,0,,9
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007021,3,54,3,2,66,19,4,,1
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007031,4,58,8,10,59,16,3,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007041,5,43,11,6,51,15,10,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007071,8,48,6,5,56,19,5,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007081,9,53,6,7,50,13,2,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007091,10,44,2,5,53,23,6,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007101,11,64,9,11,50,18,1,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007111,12,46,9,8,37,13,3,,0
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007121,13,49,7,8,57,20,3,,1
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007131,14,61,6,5,54,15,4,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007141,15,49,4,5,46,14,3,,6
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007151,16,62,5,3,59,18,3,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007161,17,51,3,4,65,25,1,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007171,18,16,2,3,19,6,0,,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007301,8,34,7,10,56,22,7,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007311,9,47,10,5,45,16,2,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007321,10,42,5,9,53,16,10,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007331,11,33,4,3,67,19,5,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007341,12,40,7,12,53,18,9,,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007351,13,49,5,7,62,19,2,,2
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007361,14,46,5,6,58,10,3,,2
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007371,15,39,7,6,69,17,2,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007381,16,36,5,3,69,16,6,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007391,17,29,3,5,42,21,5,,3
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007411,1,21,10,4,68,16,3,,4
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007421,2,40,8,5,52,8,1,,6
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007441,4,42,6,10,60,12,7,,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007461,1,33,7,2,47,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007471,2,45,9,3,52,14,5,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007481,3,42,6,4,51,11,4,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007491,4,40,7,3,49,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007501,5,39,8,7,51,16,3,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007511,6,44,4,1,55,13,6,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007521,7,27,9,5,39,30,5,,9
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007531,8,36,6,2,48,12,5,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007541,9,26,22,6,32,13,7,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007551,10,43,8,2,49,21,3,,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007561,11,46,10,3,56,15,4,,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007571,12,49,7,3,62,15,5,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007581,13,27,5,3,41,17,4,,3
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007591,1,36,7,12,33,23,5,,5
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007601,2,27,5,8,36,19,8,,9
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007611,3,34,10,11,37,21,10,,8
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007621,4,32,7,7,38,25,7,,3
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007631,5,35,6,3,23,18,9,,3
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007641,6,38,4,8,24,16,6,,8
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007841,1,34,8,4,35,10,4,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007861,3,33,4,2,43,13,9,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007871,4,29,6,7,43,21,5,,6
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007881,5,28,6,3,44,19,5,,1
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007891,6,35,5,5,39,11,4,,4
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007901,7,38,11,5,38,20,7,,6
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007911,8,30,4,4,49,18,8,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007921,9,27,10,7,55,8,3,,1
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007931,10,25,6,4,40,15,5,,5
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007941,11,6,2,3,14,2,1,,0
