CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,UN,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
10,Chapare,1,Sacaba,976,Esmeralda,1013,Unidad Educativa Ceilab,3043617,1,,7,48,4,5,21,5,7,20,39,,7,26,,,,,,,,
10,Chapare,1,Sacaba,976,Esmeralda,1013,Unidad Educativa Ceilab,3043627,2,,4,55,5,4,25,3,10,23,27,,4,30,,,,,,,,
10,Chapare,1,Sacaba,976,Esmeralda,1013,Unidad Educativa Ceilab,3043637,3,,0,47,5,8,22,5,4,23,40,,6,35,,,,,,,,
10,Chapare,1,Sacaba,976,Esmeralda,1013,Unidad Educativa Ceilab,3043647,4,,5,60,6,14,9,1,10,23,27,,6,27,,,,,,,,
10,Chapare,1,Sacaba,976,Esmeralda,1013,Unidad Educativa Ceilab,3043657,5,,6,54,5,9,12,2,7,15,31,,2,47,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043737,1,,4,59,3,16,22,5,5,20,28,,3,17,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043757,3,,4,68,3,12,27,0,9,21,20,,3,24,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043767,4,,2,52,6,11,18,0,12,24,32,,7,12,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043777,5,,8,78,3,12,13,2,3,29,19,,4,22,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043797,7,,1,72,0,7,17,3,5,26,22,,3,22,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043817,9,,4,56,1,8,23,3,6,20,38,,9,19,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043827,10,,1,66,1,8,17,0,7,28,27,,6,17,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043837,11,,4,55,3,9,22,3,6,18,38,,4,23,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043847,12,,3,48,1,9,20,1,5,30,32,,5,22,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043857,13,,3,78,6,14,19,2,5,21,20,,3,16,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043867,14,,3,71,4,17,21,0,10,13,32,,3,19,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043877,15,,2,72,1,8,20,1,6,21,34,,8,23,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043887,16,,2,64,6,17,20,1,5,8,36,,4,23,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043897,17,,2,81,6,11,18,2,3,11,36,,3,24,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043907,18,,5,70,2,13,21,1,8,19,31,,7,26,,,,,,,,
10,Chapare,1,Sacaba,3011,Chacacollo,1014,Escuela Copacabana,3043917,19,,2,37,0,5,12,3,2,10,30,,2,4,,,,,,,,
